"","Surname","prop"
"128","Tucker",0.0009259749193079
"129","Porter",0.00091274670617493
"130","Hunter",0.00091274670617493
"131","Hicks",0.00091274670617493
"132","Crawford",0.00089951849304196
"133","Henry",0.00089951849304196
"134","Boyd",0.00089951849304196
"135","Mason",0.00089951849304196
"136","Morales",0.00088629027990899
"137","Kennedy",0.00088629027990899
"138","Warren",0.00088629027990899
"139","Dixon",0.00087306206677602
"140","Ramos",0.00087306206677602
"141","Reyes",0.00087306206677602
"142","Burns",0.00085983385364305
"143","Gordon",0.00085983385364305
"144","Shaw",0.00085983385364305
"145","Holmes",0.00085983385364305
"146","Rice",0.00084660564051008
"147","Robertson",0.00084660564051008
"148","Hunt",0.00083337742737711
"149","Black",0.00083337742737711
"150","Daniels",0.00082014921424414
"151","Palmer",0.00082014921424414
"152","Mills",0.00080692100111117
"153","Nichols",0.0007936927879782
"154","Grant",0.0007936927879782
"155","Knight",0.0007936927879782
"156","Ferguson",0.00078046457484523
"157","Rose",0.00078046457484523
"158","Stone",0.00078046457484523
"159","Hawkins",0.00078046457484523
"160","Dunn",0.00076723636171226
"161","Perkins",0.00076723636171226
"162","Hudson",0.00076723636171226
"163","Spencer",0.00075400814857929
"164","Gardner",0.00075400814857929
"165","Stephens",0.00075400814857929
"166","Payne",0.00075400814857929
"167","Pierce",0.00074077993544632
"168","Berry",0.00074077993544632
"169","Matthews",0.00074077993544632
"170","Arnold",0.00074077993544632
"171","Wagner",0.00072755172231335
"172","Willis",0.00072755172231335
"173","Ray",0.00072755172231335
"174","Watkins",0.00072755172231335
"175","Olson",0.00072755172231335
"176","Carroll",0.00072755172231335
"177","Duncan",0.00072755172231335
"178","Snyder",0.00072755172231335
"179","Hart",0.00071432350918038
"180","Cunningham",0.00071432350918038
"181","Bradley",0.00071432350918038
"182","Lane",0.00071432350918038
"183","Andrews",0.00071432350918038
"184","Ruiz",0.00071432350918038
"185","Harper",0.00071432350918038
"186","Fox",0.00070109529604741
"187","Riley",0.00070109529604741
"188","Armstrong",0.00070109529604741
"189","Carpenter",0.00070109529604741
"190","Weaver",0.00070109529604741
"191","Greene",0.00070109529604741
"192","Lawrence",0.00068786708291444
"193","Elliott",0.00068786708291444
"194","Chavez",0.00068786708291444
"195","Sims",0.00068786708291444
"196","Austin",0.00068786708291444
"197","Peters",0.00068786708291444
"198","Kelley",0.00068786708291444
"199","Franklin",0.00067463886978147
"200","Lawson",0.00067463886978147
"201","Fields",0.00067463886978147
"202","Gutierrez",0.00067463886978147
"203","Ryan",0.00067463886978147
"204","Schmidt",0.00067463886978147
"205","Carr",0.00067463886978147
"206","Vasquez",0.00067463886978147
"207","Castillo",0.00067463886978147
"208","Wheeler",0.00067463886978147
"209","Chapman",0.0006614106566485
"210","Oliver",0.0006614106566485
"211","Montgomery",0.00064818244351553
"212","Richards",0.00064818244351553
"213","Williamson",0.00064818244351553
"214","Johnston",0.00064818244351553
"215","Banks",0.00063495423038256
"216","Meyer",0.00063495423038256
"217","Bishop",0.00063495423038256
"218","Mccoy",0.00063495423038256
"219","Howell",0.00063495423038256
"220","Alvarez",0.00063495423038256
"221","Morrison",0.00063495423038256
"222","Hansen",0.00062172601724959
"223","Fernandez",0.00062172601724959
"224","Garza",0.00062172601724959
"225","Harvey",0.00062172601724959
"226","Little",0.00060849780411662
"227","Burton",0.00060849780411662
"228","Stanley",0.00060849780411662
"229","Nguyen",0.00060849780411662
"230","George",0.00060849780411662
"231","Jacobs",0.00060849780411662
"232","Reid",0.00060849780411662
"233","Kim",0.00059526959098365
"234","Fuller",0.00059526959098365
"235","Lynch",0.00059526959098365
"236","Dean",0.00059526959098365
"237","Gilbert",0.00059526959098365
"238","Garrett",0.00059526959098365
"239","Romero",0.00059526959098365
"240","Welch",0.00058204137785068
"241","Larson",0.00058204137785068
"242","Frazier",0.00058204137785068
"243","Burke",0.00058204137785068
"244","Hanson",0.00056881316471771
"245","Day",0.00056881316471771
"246","Mendoza",0.00056881316471771
"247","Moreno",0.00056881316471771
"248","Bowman",0.00056881316471771
"249","Medina",0.00055558495158474
"250","Fowler",0.00055558495158474
"251","Brewer",0.00055558495158474
"252","Hoffman",0.00055558495158474
"253","Carlson",0.00055558495158474
"254","Silva",0.00055558495158474
"255","Pearson",0.00055558495158474
"256","Holland",0.00055558495158474
"257","Douglas",0.00054235673845177
"258","Fleming",0.00054235673845177
"259","Jensen",0.00054235673845177
"260","Vargas",0.00054235673845177
"261","Byrd",0.00054235673845177
"262","Davidson",0.00054235673845177
"263","Hopkins",0.00054235673845177
"264","May",0.0005291285253188
"265","Terry",0.0005291285253188
"266","Herrera",0.0005291285253188
"267","Wade",0.0005291285253188
"268","Soto",0.0005291285253188
"269","Walters",0.0005291285253188
"270","Curtis",0.0005291285253188
"271","Neal",0.00051590031218583
"272","Caldwell",0.00051590031218583
"273","Lowe",0.00051590031218583
"274","Jennings",0.00051590031218583
"275","Barnett",0.00051590031218583
"276","Graves",0.00051590031218583
"277","Jimenez",0.00051590031218583
"278","Horton",0.00051590031218583
"279","Shelton",0.00051590031218583
"280","Barrett",0.00051590031218583
"281","Obrien",0.00051590031218583
"282","Castro",0.00051590031218583
"283","Sutton",0.00050267209905286
"284","Gregory",0.00050267209905286
"285","Mckinney",0.00050267209905286
"286","Lucas",0.00050267209905286
"287","Miles",0.00050267209905286
"288","Craig",0.00050267209905286
"289","Rodriquez",0.00048944388591989
"290","Chambers",0.00048944388591989
"291","Holt",0.00048944388591989
"292","Lambert",0.00048944388591989
"293","Fletcher",0.00048944388591989
"294","Watts",0.00048944388591989
"295","Bates",0.00048944388591989
"296","Hale",0.00048944388591989
"297","Rhodes",0.00048944388591989
"298","Pena",0.00048944388591989
"299","Beck",0.00048944388591989
"300","Newman",0.00047621567278692
"301","Haynes",0.00047621567278692
"302","Mcdaniel",0.00047621567278692
"303","Mendez",0.00047621567278692
"304","Bush",0.00047621567278692
"305","Vaughn",0.00047621567278692
"306","Parks",0.00046298745965395
"307","Dawson",0.00046298745965395
"308","Santiago",0.00046298745965395
"309","Norris",0.00046298745965395
"310","Hardy",0.00046298745965395
"311","Love",0.00046298745965395
"312","Steele",0.00046298745965395
"313","Curry",0.00046298745965395
"314","Powers",0.00046298745965395
"315","Schultz",0.00046298745965395
"316","Barker",0.00046298745965395
"317","Guzman",0.00044975924652098
"318","Page",0.00044975924652098
"319","Munoz",0.00044975924652098
"320","Ball",0.00044975924652098
"321","Keller",0.00044975924652098
"322","Chandler",0.00044975924652098
"323","Weber",0.00044975924652098
"324","Leonard",0.00044975924652098
"325","Walsh",0.00043653103338801
"326","Lyons",0.00043653103338801
"327","Ramsey",0.00043653103338801
"328","Wolfe",0.00043653103338801
"329","Schneider",0.00043653103338801
"330","Mullins",0.00043653103338801
"331","Benson",0.00043653103338801
"332","Sharp",0.00043653103338801
"333","Bowen",0.00043653103338801
"334","Daniel",0.00043653103338801
"335","Barber",0.00042330282025504
"336","Cummings",0.00042330282025504
"337","Hines",0.00042330282025504
"338","Baldwin",0.00042330282025504
"339","Griffith",0.00042330282025504
"340","Valdez",0.00042330282025504
"341","Hubbard",0.00042330282025504
"342","Salazar",0.00042330282025504
"343","Reeves",0.00042330282025504
"344","Warner",0.00041007460712207
"345","Stevenson",0.00041007460712207
"346","Burgess",0.00041007460712207
"347","Santos",0.00041007460712207
"348","Tate",0.00041007460712207
"349","Cross",0.00041007460712207
"350","Garner",0.00041007460712207
"351","Mann",0.00041007460712207
"352","Mack",0.00041007460712207
"353","Moss",0.00041007460712207
"354","Thornton",0.00041007460712207
"355","Dennis",0.00041007460712207
"356","Mcgee",0.00041007460712207
"357","Farmer",0.0003968463939891
"358","Delgado",0.0003968463939891
"359","Aguilar",0.0003968463939891
"360","Vega",0.0003968463939891
"361","Glover",0.0003968463939891
"362","Manning",0.0003968463939891
"363","Cohen",0.0003968463939891
"364","Harmon",0.0003968463939891
"365","Rodgers",0.0003968463939891
"366","Robbins",0.0003968463939891
"367","Newton",0.0003968463939891
"368","Todd",0.0003968463939891
"369","Blair",0.0003968463939891
"370","Higgins",0.0003968463939891
"371","Ingram",0.0003968463939891
"372","Reese",0.0003968463939891
"373","Cannon",0.0003968463939891
"374","Strickland",0.0003968463939891
"375","Townsend",0.0003968463939891
"376","Potter",0.0003968463939891
"377","Goodwin",0.0003968463939891
"378","Walton",0.0003968463939891
"379","Rowe",0.00038361818085613
"380","Hampton",0.00038361818085613
"381","Ortega",0.00038361818085613
"382","Patton",0.00038361818085613
"383","Swanson",0.00038361818085613
"384","Joseph",0.00038361818085613
"385","Francis",0.00038361818085613
"386","Goodman",0.00038361818085613
"387","Maldonado",0.00038361818085613
"388","Yates",0.00038361818085613
"389","Becker",0.00038361818085613
"390","Erickson",0.00038361818085613
"391","Hodges",0.00038361818085613
"392","Rios",0.00038361818085613
"393","Conner",0.00038361818085613
"394","Adkins",0.00038361818085613
"395","Webster",0.00037038996772316
"396","Norman",0.00037038996772316
"397","Malone",0.00037038996772316
"398","Hammond",0.00037038996772316
"399","Flowers",0.00037038996772316
"400","Cobb",0.00037038996772316
"401","Moody",0.00037038996772316
"402","Quinn",0.00037038996772316
"403","Blake",0.00037038996772316
"404","Maxwell",0.00037038996772316
"405","Pope",0.00037038996772316
"406","Floyd",0.00035716175459019
"407","Osborne",0.00035716175459019
"408","Paul",0.00035716175459019
"409","Mccarthy",0.00035716175459019
"410","Guerrero",0.00035716175459019
"411","Lindsey",0.00035716175459019
"412","Estrada",0.00035716175459019
"413","Sandoval",0.00035716175459019
"414","Gibbs",0.00035716175459019
"415","Tyler",0.00035716175459019
"416","Gross",0.00035716175459019
"417","Fitzgerald",0.00035716175459019
"418","Stokes",0.00035716175459019
"419","Doyle",0.00035716175459019
"420","Sherman",0.00035716175459019
"421","Saunders",0.00035716175459019
"422","Wise",0.00035716175459019
"423","Colon",0.00035716175459019
"424","Gill",0.00035716175459019
"425","Alvarado",0.00035716175459019
"426","Greer",0.00034393354145722
"427","Padilla",0.00034393354145722
"428","Simon",0.00034393354145722
"429","Waters",0.00034393354145722
"430","Nunez",0.00034393354145722
"431","Ballard",0.00034393354145722
"432","Schwartz",0.00034393354145722
"433","Mcbride",0.00034393354145722
"434","Houston",0.00034393354145722
"435","Christensen",0.00034393354145722
"436","Klein",0.00034393354145722
"437","Pratt",0.00034393354145722
"438","Briggs",0.00034393354145722
"439","Parsons",0.00034393354145722
"440","Mclaughlin",0.00034393354145722
"441","Zimmerman",0.00034393354145722
"442","French",0.00034393354145722
"443","Buchanan",0.00034393354145722
"444","Moran",0.00034393354145722
"445","Copeland",0.00033070532832425
"446","Roy",0.00033070532832425
"447","Pittman",0.00033070532832425
"448","Brady",0.00033070532832425
"449","Mccormick",0.00033070532832425
"450","Holloway",0.00033070532832425
"451","Brock",0.00033070532832425
"452","Poole",0.00033070532832425
"453","Frank",0.00033070532832425
"454","Logan",0.00033070532832425
"455","Owen",0.00033070532832425
"456","Bass",0.00033070532832425
"457","Marsh",0.00033070532832425
"458","Drake",0.00033070532832425
"459","Wong",0.00033070532832425
"460","Jefferson",0.00033070532832425
"461","Park",0.00033070532832425
"462","Morton",0.00033070532832425
"463","Abbott",0.00033070532832425
"464","Sparks",0.00033070532832425
"465","Patrick",0.00031747711519128
"466","Norton",0.00031747711519128
"467","Huff",0.00031747711519128
"468","Clayton",0.00031747711519128
"469","Massey",0.00031747711519128
"470","Lloyd",0.00031747711519128
"471","Figueroa",0.00031747711519128
"472","Carson",0.00031747711519128
"473","Bowers",0.00031747711519128
"474","Roberson",0.00031747711519128
"475","Barton",0.00031747711519128
"476","Tran",0.00031747711519128
"477","Lamb",0.00031747711519128
"478","Harrington",0.00031747711519128
"479","Casey",0.00031747711519128
"480","Boone",0.00031747711519128
"481","Cortez",0.00031747711519128
"482","Clarke",0.00031747711519128
"483","Mathis",0.00031747711519128
"484","Singleton",0.00031747711519128
"485","Wilkins",0.00031747711519128
"486","Cain",0.00031747711519128
"487","Bryan",0.00031747711519128
"488","Underwood",0.00031747711519128
"489","Hogan",0.00031747711519128
"490","Mckenzie",0.00030424890205831
"491","Collier",0.00030424890205831
"492","Luna",0.00030424890205831
"493","Phelps",0.00030424890205831
"494","Mcguire",0.00030424890205831
"495","Allison",0.00030424890205831
"496","Bridges",0.00030424890205831
"497","Wilkerson",0.00030424890205831
"498","Nash",0.00030424890205831
"499","Summers",0.00030424890205831
"500","Atkins",0.00030424890205831
"501","Wilcox",0.00030424890205831
"502","Pitts",0.00030424890205831
"503","Conley",0.00030424890205831
"504","Marquez",0.00030424890205831
"505","Burnett",0.00030424890205831
"506","Richard",0.00030424890205831
"507","Cochran",0.00030424890205831
"508","Chase",0.00030424890205831
"509","Davenport",0.00030424890205831
"510","Hood",0.00030424890205831
"511","Gates",0.00030424890205831
"512","Clay",0.00030424890205831
"513","Ayala",0.00030424890205831
"514","Sawyer",0.00030424890205831
"515","Roman",0.00030424890205831
"516","Vazquez",0.00030424890205831
"517","Dickerson",0.00030424890205831
"518","Hodge",0.00029102068892534
"519","Acosta",0.00029102068892534
"520","Flynn",0.00029102068892534
"521","Espinoza",0.00029102068892534
"522","Nicholson",0.00029102068892534
"523","Monroe",0.00029102068892534
"524","Wolf",0.00029102068892534
"525","Morrow",0.00029102068892534
"526","Kirk",0.00029102068892534
"527","Randall",0.00029102068892534
"528","Anthony",0.00029102068892534
"529","Whitaker",0.00029102068892534
"530","Oconnor",0.00029102068892534
"531","Skinner",0.00029102068892534
"532","Ware",0.00029102068892534
"533","Molina",0.00029102068892534
"534","Kirby",0.00029102068892534
"535","Huffman",0.00029102068892534
"536","Bradford",0.00029102068892534
"537","Charles",0.00029102068892534
"538","Gilmore",0.00029102068892534
"539","Dominguez",0.00029102068892534
"540","Oneal",0.00029102068892534
"541","Bruce",0.00029102068892534
"542","Lang",0.00027779247579237
"543","Combs",0.00027779247579237
"544","Kramer",0.00027779247579237
"545","Heath",0.00027779247579237
"546","Hancock",0.00027779247579237
"547","Gallagher",0.00027779247579237
"548","Gaines",0.00027779247579237
"549","Shaffer",0.00027779247579237
"550","Short",0.00027779247579237
"551","Wiggins",0.00027779247579237
"552","Mathews",0.00027779247579237
"553","Mcclain",0.00027779247579237
"554","Fischer",0.00027779247579237
"555","Wall",0.00027779247579237
"556","Small",0.00027779247579237
"557","Melton",0.00027779247579237
"558","Hensley",0.00027779247579237
"559","Bond",0.00027779247579237
"560","Dyer",0.00027779247579237
"561","Cameron",0.00027779247579237
"562","Grimes",0.00027779247579237
"563","Contreras",0.00027779247579237
"564","Christian",0.00027779247579237
"565","Wyatt",0.00027779247579237
"566","Baxter",0.00027779247579237
"567","Snow",0.00027779247579237
"568","Mosley",0.00027779247579237
"569","Shepherd",0.00027779247579237
"570","Larsen",0.00027779247579237
"571","Hoover",0.00027779247579237
"572","Beasley",0.0002645642626594
"573","Glenn",0.0002645642626594
"574","Petersen",0.0002645642626594
"575","Whitehead",0.0002645642626594
"576","Meyers",0.0002645642626594
"577","Keith",0.0002645642626594
"578","Garrison",0.0002645642626594
"579","Vincent",0.0002645642626594
"580","Shields",0.0002645642626594
"581","Horn",0.0002645642626594
"582","Savage",0.0002645642626594
"583","Olsen",0.0002645642626594
"584","Schroeder",0.0002645642626594
"585","Hartman",0.0002645642626594
"586","Woodard",0.0002645642626594
"587","Mueller",0.0002645642626594
"588","Kemp",0.0002645642626594
"589","Deleon",0.0002645642626594
"590","Booth",0.0002645642626594
"591","Patel",0.0002645642626594
"592","Calhoun",0.0002645642626594
"593","Wiley",0.0002645642626594
"594","Eaton",0.0002645642626594
"595","Cline",0.0002645642626594
"596","Navarro",0.0002645642626594
"597","Harrell",0.0002645642626594
"598","Lester",0.0002645642626594
"599","Humphrey",0.0002645642626594
"600","Parrish",0.0002645642626594
"601","Duran",0.0002645642626594
"602","Hutchinson",0.0002645642626594
"603","Hess",0.0002645642626594
"604","Dorsey",0.0002645642626594
"605","Bullock",0.0002645642626594
"606","Robles",0.0002645642626594
"607","Beard",0.00025133604952643
"608","Dalton",0.00025133604952643
"609","Avila",0.00025133604952643
"610","Vance",0.00025133604952643
"611","Rich",0.00025133604952643
"612","Blackwell",0.00025133604952643
"613","York",0.00025133604952643
"614","Johns",0.00025133604952643
"615","Blankenship",0.00025133604952643
"616","Trevino",0.00025133604952643
"617","Salinas",0.00025133604952643
"618","Campos",0.00025133604952643
"619","Pruitt",0.00025133604952643
"620","Moses",0.00025133604952643
"621","Callahan",0.00025133604952643
"622","Golden",0.00025133604952643
"623","Montoya",0.00025133604952643
"624","Hardin",0.00025133604952643
"625","Guerra",0.00025133604952643
"626","Mcdowell",0.00025133604952643
"627","Carey",0.00025133604952643
"628","Stafford",0.00025133604952643
"629","Gallegos",0.00025133604952643
"630","Henson",0.00025133604952643
"631","Wilkinson",0.00025133604952643
"632","Booker",0.00025133604952643
"633","Merritt",0.00025133604952643
"634","Miranda",0.00025133604952643
"635","Atkinson",0.00025133604952643
"636","Orr",0.00025133604952643
"637","Decker",0.00025133604952643
"638","Hobbs",0.00025133604952643
"639","Preston",0.00025133604952643
"640","Tanner",0.00025133604952643
"641","Knox",0.00025133604952643
"642","Pacheco",0.00025133604952643
"643","Stephenson",0.00023810783639346
"644","Glass",0.00023810783639346
"645","Rojas",0.00023810783639346
"646","Serrano",0.00023810783639346
"647","Marks",0.00023810783639346
"648","Hickman",0.00023810783639346
"649","English",0.00023810783639346
"650","Sweeney",0.00023810783639346
"651","Strong",0.00023810783639346
"652","Prince",0.00023810783639346
"653","Mcclure",0.00023810783639346
"654","Conway",0.00023810783639346
"655","Walter",0.00023810783639346
"656","Roth",0.00023810783639346
"657","Maynard",0.00023810783639346
"658","Farrell",0.00023810783639346
"659","Lowery",0.00023810783639346
"660","Hurst",0.00023810783639346
"661","Nixon",0.00023810783639346
"662","Weiss",0.00023810783639346
"663","Trujillo",0.00023810783639346
"664","Ellison",0.00023810783639346
"665","Sloan",0.00023810783639346
"666","Juarez",0.00023810783639346
"667","Winters",0.00023810783639346
"668","Mclean",0.00023810783639346
"669","Randolph",0.00023810783639346
"670","Leon",0.00023810783639346
"671","Boyer",0.00023810783639346
"672","Villarreal",0.00023810783639346
"673","Mccall",0.00023810783639346
"674","Gentry",0.00023810783639346
"675","Carrillo",0.00022487962326049
"676","Kent",0.00022487962326049
"677","Ayers",0.00022487962326049
"678","Lara",0.00022487962326049
"679","Shannon",0.00022487962326049
"680","Sexton",0.00022487962326049
"681","Pace",0.00022487962326049
"682","Hull",0.00022487962326049
"683","Leblanc",0.00022487962326049
"684","Browning",0.00022487962326049
"685","Velasquez",0.00022487962326049
"686","Leach",0.00022487962326049
"687","Chang",0.00022487962326049
"688","House",0.00022487962326049
"689","Sellers",0.00022487962326049
"690","Herring",0.00022487962326049
"691","Noble",0.00022487962326049
"692","Foley",0.00022487962326049
"693","Bartlett",0.00022487962326049
"694","Mercado",0.00022487962326049
"695","Landry",0.00022487962326049
"696","Durham",0.00022487962326049
"697","Walls",0.00022487962326049
"698","Barr",0.00022487962326049
"699","Mckee",0.00022487962326049
"700","Bauer",0.00022487962326049
"701","Rivers",0.00022487962326049
"702","Everett",0.00022487962326049
"703","Bradshaw",0.00022487962326049
"704","Pugh",0.00022487962326049
"705","Velez",0.00022487962326049
"706","Rush",0.00022487962326049
"707","Estes",0.00022487962326049
"708","Dodson",0.00022487962326049
"709","Morse",0.00022487962326049
"710","Sheppard",0.00022487962326049
"711","Weeks",0.00022487962326049
"712","Camacho",0.00022487962326049
"713","Bean",0.00022487962326049
"714","Barron",0.00022487962326049
"715","Livingston",0.00022487962326049
"716","Middleton",0.00021165141012752
"717","Spears",0.00021165141012752
"718","Branch",0.00021165141012752
"719","Blevins",0.00021165141012752
"720","Chen",0.00021165141012752
"721","Kerr",0.00021165141012752
"722","Mcconnell",0.00021165141012752
"723","Hatfield",0.00021165141012752
"724","Harding",0.00021165141012752
"725","Ashley",0.00021165141012752
"726","Solis",0.00021165141012752
"727","Herman",0.00021165141012752
"728","Frost",0.00021165141012752
"729","Giles",0.00021165141012752
"730","Blackburn",0.00021165141012752
"731","William",0.00021165141012752
"732","Pennington",0.00021165141012752
"733","Woodward",0.00021165141012752
"734","Finley",0.00021165141012752
"735","Mcintosh",0.00021165141012752
"736","Koch",0.00021165141012752
"737","Best",0.00021165141012752
"738","Solomon",0.00021165141012752
"739","Mccullough",0.00021165141012752
"740","Dudley",0.00021165141012752
"741","Nolan",0.00021165141012752
"742","Blanchard",0.00021165141012752
"743","Rivas",0.00021165141012752
"744","Brennan",0.00021165141012752
"745","Mejia",0.00021165141012752
"746","Kane",0.00021165141012752
"747","Benton",0.00021165141012752
"748","Joyce",0.00021165141012752
"749","Buckley",0.00021165141012752
"750","Haley",0.00021165141012752
"751","Valentine",0.00021165141012752
"752","Maddox",0.00021165141012752
"753","Russo",0.00021165141012752
"754","Mcknight",0.00021165141012752
"755","Buck",0.00021165141012752
"756","Moon",0.00021165141012752
"757","Mcmillan",0.00021165141012752
"758","Crosby",0.00021165141012752
"759","Berg",0.00021165141012752
"760","Dotson",0.00021165141012752
"761","Mays",0.00021165141012752
"762","Roach",0.00021165141012752
"763","Church",0.00021165141012752
"764","Chan",0.00021165141012752
"765","Richmond",0.00021165141012752
"766","Meadows",0.00021165141012752
"767","Faulkner",0.00021165141012752
"768","Oneill",0.00021165141012752
"769","Knapp",0.00021165141012752
"770","Kline",0.00019842319699455
"771","Barry",0.00019842319699455
"772","Ochoa",0.00019842319699455
"773","Jacobson",0.00019842319699455
"774","Gay",0.00019842319699455
"775","Avery",0.00019842319699455
"776","Hendricks",0.00019842319699455
"777","Horne",0.00019842319699455
"778","Shepard",0.00019842319699455
"779","Hebert",0.00019842319699455
"780","Cherry",0.00019842319699455
"781","Cardenas",0.00019842319699455
"782","Mcintyre",0.00019842319699455
"783","Whitney",0.00019842319699455
"784","Waller",0.00019842319699455
"785","Holman",0.00019842319699455
"786","Donaldson",0.00019842319699455
"787","Cantu",0.00019842319699455
"788","Terrell",0.00019842319699455
"789","Morin",0.00019842319699455
"790","Gillespie",0.00019842319699455
"791","Fuentes",0.00019842319699455
"792","Tillman",0.00019842319699455
"793","Sanford",0.00019842319699455
"794","Bentley",0.00019842319699455
"795","Peck",0.00019842319699455
"796","Key",0.00019842319699455
"797","Salas",0.00019842319699455
"798","Rollins",0.00019842319699455
"799","Gamble",0.00019842319699455
"800","Dickson",0.00019842319699455
"801","Battle",0.00019842319699455
"802","Santana",0.00019842319699455
"803","Cabrera",0.00019842319699455
"804","Cervantes",0.00019842319699455
"805","Howe",0.00019842319699455
"806","Hinton",0.00019842319699455
"807","Hurley",0.00019842319699455
"808","Spence",0.00019842319699455
"809","Zamora",0.00019842319699455
"810","Yang",0.00019842319699455
"811","Mcneil",0.00019842319699455
"812","Suarez",0.00019842319699455
"813","Case",0.00019842319699455
"814","Petty",0.00019842319699455
"815","Gould",0.00019842319699455
"816","Mcfarland",0.00019842319699455
"817","Sampson",0.00019842319699455
"818","Carver",0.00019842319699455
"819","Bray",0.00019842319699455
"820","Rosario",0.00019842319699455
"821","Macdonald",0.00019842319699455
"822","Stout",0.00019842319699455
"823","Hester",0.00019842319699455
"824","Melendez",0.00019842319699455
"825","Dillon",0.00019842319699455
"826","Farley",0.00019842319699455
"827","Hopper",0.00019842319699455
"828","Galloway",0.00019842319699455
"829","Potts",0.00019842319699455
"830","Bernard",0.00019842319699455
"831","Joyner",0.00018519498386158
"832","Stein",0.00018519498386158
"833","Aguirre",0.00018519498386158
"834","Osborn",0.00018519498386158
