"","Name","prop","sex"
"1406","Myrtis",5.55894768549038e-05,"female"
"1407","Latricia",5.55894768549038e-05,"female"
"1408","Collette",5.55894768549038e-05,"female"
"1409","Charleen",5.55894768549038e-05,"female"
"1410","Anissa",5.55894768549038e-05,"female"
"1411","Viviana",5.55894768549038e-05,"female"
"1412","Twyla",5.55894768549038e-05,"female"
"1413","Precious",5.55894768549038e-05,"female"
"1414","Nedra",5.55894768549038e-05,"female"
"1415","Latonia",5.55894768549038e-05,"female"
"1416","Lan",5.55894768549038e-05,"female"
"1417","Hellen",5.55894768549038e-05,"female"
"1418","Fabiola",5.55894768549038e-05,"female"
"1419","Annamarie",5.55894768549038e-05,"female"
"1420","Adell",5.55894768549038e-05,"female"
"1421","Sharyn",5.55894768549038e-05,"female"
"1422","Chantal",5.55894768549038e-05,"female"
"1423","Niki",5.55894768549038e-05,"female"
"1424","Maud",5.55894768549038e-05,"female"
"1425","Lizette",5.55894768549038e-05,"female"
"1426","Lindy",5.55894768549038e-05,"female"
"1427","Kia",5.55894768549038e-05,"female"
"1428","Kesha",5.55894768549038e-05,"female"
"1429","Jeana",5.55894768549038e-05,"female"
"1430","Danelle",5.55894768549038e-05,"female"
"1431","Charline",5.55894768549038e-05,"female"
"1432","Chanel",5.55894768549038e-05,"female"
"1433","Carrol",5.55894768549038e-05,"female"
"1434","Valorie",5.55894768549038e-05,"female"
"1435","Lia",5.55894768549038e-05,"female"
"1436","Dortha",5.55894768549038e-05,"female"
"1437","Cristal",5.55894768549038e-05,"female"
"1438","Sunny",5.55894768549038e-05,"female"
"1439","Leone",5.55894768549038e-05,"female"
"1440","Leilani",5.55894768549038e-05,"female"
"1441","Gerri",5.55894768549038e-05,"female"
"1442","Debi",5.55894768549038e-05,"female"
"1443","Andra",5.55894768549038e-05,"female"
"1444","Keshia",5.55894768549038e-05,"female"
"1445","Ima",5.55894768549038e-05,"female"
"1446","Eulalia",5.55894768549038e-05,"female"
"1447","Easter",5.55894768549038e-05,"female"
"1448","Dulce",5.55894768549038e-05,"female"
"1449","Natividad",4.44715814839231e-05,"female"
"1450","Linnie",4.44715814839231e-05,"female"
"1451","Kami",4.44715814839231e-05,"female"
"1452","Georgie",4.44715814839231e-05,"female"
"1453","Catina",4.44715814839231e-05,"female"
"1454","Brook",4.44715814839231e-05,"female"
"1455","Alda",4.44715814839231e-05,"female"
"1456","Winnifred",4.44715814839231e-05,"female"
"1457","Sharla",4.44715814839231e-05,"female"
"1458","Ruthann",4.44715814839231e-05,"female"
"1459","Meaghan",4.44715814839231e-05,"female"
"1460","Magdalene",4.44715814839231e-05,"female"
"1461","Lissette",4.44715814839231e-05,"female"
"1462","Adelaida",4.44715814839231e-05,"female"
"1463","Venita",4.44715814839231e-05,"female"
"1464","Trena",4.44715814839231e-05,"female"
"1465","Shirlene",4.44715814839231e-05,"female"
"1466","Shameka",4.44715814839231e-05,"female"
"1467","Elizebeth",4.44715814839231e-05,"female"
"1468","Dian",4.44715814839231e-05,"female"
"1469","Shanta",4.44715814839231e-05,"female"
"1470","Mickey",4.44715814839231e-05,"female"
"1471","Latosha",4.44715814839231e-05,"female"
"1472","Carlotta",4.44715814839231e-05,"female"
"1473","Windy",4.44715814839231e-05,"female"
"1474","Soon",4.44715814839231e-05,"female"
"1475","Rosina",4.44715814839231e-05,"female"
"1476","Mariann",4.44715814839231e-05,"female"
"1477","Leisa",4.44715814839231e-05,"female"
"1478","Jonnie",4.44715814839231e-05,"female"
"1479","Dawna",4.44715814839231e-05,"female"
"1480","Cathie",4.44715814839231e-05,"female"
"1481","Billy",4.44715814839231e-05,"female"
"1482","Astrid",4.44715814839231e-05,"female"
"1483","Sidney",4.44715814839231e-05,"female"
"1484","Laureen",4.44715814839231e-05,"female"
"1485","Janeen",4.44715814839231e-05,"female"
"1486","Holli",4.44715814839231e-05,"female"
"1487","Fawn",4.44715814839231e-05,"female"
"1488","Vickey",4.44715814839231e-05,"female"
"1489","Teressa",4.44715814839231e-05,"female"
"1490","Shante",4.44715814839231e-05,"female"
"1491","Rubye",4.44715814839231e-05,"female"
"1492","Marcelina",4.44715814839231e-05,"female"
"1493","Chanda",4.44715814839231e-05,"female"
"1494","Cary",4.44715814839231e-05,"female"
"1495","Terese",4.44715814839231e-05,"female"
"1496","Scarlett",4.44715814839231e-05,"female"
"1497","Marty",4.44715814839231e-05,"female"
"1498","Marnie",4.44715814839231e-05,"female"
"1499","Lulu",4.44715814839231e-05,"female"
"1500","Lisette",4.44715814839231e-05,"female"
"1501","Jeniffer",4.44715814839231e-05,"female"
"1502","Elenor",4.44715814839231e-05,"female"
"1503","Dorinda",4.44715814839231e-05,"female"
"1504","Donita",4.44715814839231e-05,"female"
"1505","Carman",4.44715814839231e-05,"female"
"1506","Bernita",4.44715814839231e-05,"female"
"1507","Altagracia",4.44715814839231e-05,"female"
"1508","Aleta",4.44715814839231e-05,"female"
"1509","Adrianna",4.44715814839231e-05,"female"
"1510","Zoraida",4.44715814839231e-05,"female"
"1511","Ronnie",4.44715814839231e-05,"female"
"1512","Nicola",4.44715814839231e-05,"female"
"1513","Lyndsey",4.44715814839231e-05,"female"
"1514","Kendall",4.44715814839231e-05,"female"
"1515","Janina",4.44715814839231e-05,"female"
"1516","Chrissy",4.44715814839231e-05,"female"
"1517","Ami",4.44715814839231e-05,"female"
"1518","Starla",4.44715814839231e-05,"female"
"1519","Phylis",4.44715814839231e-05,"female"
"1520","Phuong",4.44715814839231e-05,"female"
"1521","Kyra",4.44715814839231e-05,"female"
"1522","Charisse",4.44715814839231e-05,"female"
"1523","Blanch",4.44715814839231e-05,"female"
"1524","Sanjuanita",4.44715814839231e-05,"female"
"1525","Rona",4.44715814839231e-05,"female"
"1526","Nanci",4.44715814839231e-05,"female"
"1527","Marilee",4.44715814839231e-05,"female"
"1528","Maranda",4.44715814839231e-05,"female"
"1529","Cory",4.44715814839231e-05,"female"
"1530","Brigette",4.44715814839231e-05,"female"
"1531","Sanjuana",4.44715814839231e-05,"female"
"1532","Marita",4.44715814839231e-05,"female"
"1533","Kassandra",4.44715814839231e-05,"female"
"1534","Joycelyn",4.44715814839231e-05,"female"
"1535","Ira",4.44715814839231e-05,"female"
"1536","Felipa",4.44715814839231e-05,"female"
"1537","Chelsie",4.44715814839231e-05,"female"
"1538","Bonny",4.44715814839231e-05,"female"
"1539","Mireya",4.44715814839231e-05,"female"
"1540","Lorenza",4.44715814839231e-05,"female"
"1541","Kyong",4.44715814839231e-05,"female"
"1542","Ileana",4.44715814839231e-05,"female"
"1543","Candelaria",4.44715814839231e-05,"female"
"1544","Tony",4.44715814839231e-05,"female"
"1545","Toby",4.44715814839231e-05,"female"
"1546","Sherie",4.44715814839231e-05,"female"
"1547","Ok",4.44715814839231e-05,"female"
"1548","Mark",4.44715814839231e-05,"female"
"1549","Lucie",4.44715814839231e-05,"female"
"1550","Leatrice",4.44715814839231e-05,"female"
"1551","Lakeshia",4.44715814839231e-05,"female"
"1552","Gerda",4.44715814839231e-05,"female"
"1553","Edie",4.44715814839231e-05,"female"
"1554","Bambi",4.44715814839231e-05,"female"
"1555","Marylin",4.44715814839231e-05,"female"
"1556","Lavon",4.44715814839231e-05,"female"
"1557","Hortense",4.44715814839231e-05,"female"
"1558","Garnet",4.44715814839231e-05,"female"
"1559","Evie",4.44715814839231e-05,"female"
"1560","Tressa",4.44715814839231e-05,"female"
"1561","Shayna",4.44715814839231e-05,"female"
"1562","Lavina",4.44715814839231e-05,"female"
"1563","Kyung",4.44715814839231e-05,"female"
"1564","Jeanetta",4.44715814839231e-05,"female"
"1565","Sherrill",4.44715814839231e-05,"female"
"1566","Shara",4.44715814839231e-05,"female"
"1567","Phyliss",4.44715814839231e-05,"female"
"1568","Mittie",4.44715814839231e-05,"female"
"1569","Anabel",4.44715814839231e-05,"female"
"1570","Alesia",4.44715814839231e-05,"female"
"1571","Thuy",4.44715814839231e-05,"female"
"1572","Tawanda",4.44715814839231e-05,"female"
"1573","Richard",4.44715814839231e-05,"female"
"1574","Joanie",4.44715814839231e-05,"female"
"1575","Tiffanie",4.44715814839231e-05,"female"
"1576","Lashanda",4.44715814839231e-05,"female"
"1577","Karissa",4.44715814839231e-05,"female"
"1578","Enriqueta",4.44715814839231e-05,"female"
"1579","Daria",4.44715814839231e-05,"female"
"1580","Daniella",4.44715814839231e-05,"female"
"1581","Corinna",4.44715814839231e-05,"female"
"1582","Alanna",4.44715814839231e-05,"female"
"1583","Abbey",4.44715814839231e-05,"female"
"1584","Roxane",4.44715814839231e-05,"female"
"1585","Roseanna",4.44715814839231e-05,"female"
"1586","Magnolia",4.44715814839231e-05,"female"
"1587","Lida",4.44715814839231e-05,"female"
"1588","Kyle",4.44715814839231e-05,"female"
"1589","Joellen",4.44715814839231e-05,"female"
"1590","Era",4.44715814839231e-05,"female"
"1591","Coral",4.44715814839231e-05,"female"
"1592","Carleen",4.44715814839231e-05,"female"
"1593","Tresa",4.44715814839231e-05,"female"
"1594","Peggie",4.44715814839231e-05,"female"
"1595","Novella",4.44715814839231e-05,"female"
"1596","Nila",4.44715814839231e-05,"female"
"1597","Maybelle",4.44715814839231e-05,"female"
"1598","Jenelle",4.44715814839231e-05,"female"
"1599","Carina",4.44715814839231e-05,"female"
"1600","Nova",4.44715814839231e-05,"female"
"1601","Melina",4.44715814839231e-05,"female"
"1602","Marquerite",4.44715814839231e-05,"female"
"1603","Margarette",4.44715814839231e-05,"female"
"1604","Josephina",4.44715814839231e-05,"female"
"1605","Evonne",4.44715814839231e-05,"female"
"1606","Devin",4.44715814839231e-05,"female"
"1607","Cinthia",4.44715814839231e-05,"female"
"1608","Albina",4.44715814839231e-05,"female"
"1609","Toya",4.44715814839231e-05,"female"
"1610","Tawnya",4.44715814839231e-05,"female"
"1611","Sherita",4.44715814839231e-05,"female"
"1612","Santos",4.44715814839231e-05,"female"
"1613","Myriam",4.44715814839231e-05,"female"
"1614","Lizabeth",4.44715814839231e-05,"female"
"1615","Lise",4.44715814839231e-05,"female"
"1616","Keely",4.44715814839231e-05,"female"
"1617","Jenni",4.44715814839231e-05,"female"
"1618","Giselle",4.44715814839231e-05,"female"
"1619","Cheryle",4.44715814839231e-05,"female"
"1620","Ardith",4.44715814839231e-05,"female"
"1621","Ardis",4.44715814839231e-05,"female"
"1622","Alesha",4.44715814839231e-05,"female"
"1623","Adriane",4.44715814839231e-05,"female"
"1624","Shaina",4.44715814839231e-05,"female"
"1625","Linnea",4.44715814839231e-05,"female"
"1626","Karolyn",4.44715814839231e-05,"female"
"1627","Hong",4.44715814839231e-05,"female"
"1628","Florida",4.44715814839231e-05,"female"
"1629","Felisha",4.44715814839231e-05,"female"
"1630","Dori",4.44715814839231e-05,"female"
"1631","Darci",4.44715814839231e-05,"female"
"1632","Artie",4.44715814839231e-05,"female"
"1633","Armida",4.44715814839231e-05,"female"
"1634","Zola",4.44715814839231e-05,"female"
"1635","Xiomara",4.44715814839231e-05,"female"
"1636","Vergie",4.44715814839231e-05,"female"
"1637","Shamika",4.44715814839231e-05,"female"
"1638","Nena",4.44715814839231e-05,"female"
"1639","Nannette",4.44715814839231e-05,"female"
"1640","Maxie",4.44715814839231e-05,"female"
"1641","Lovie",4.44715814839231e-05,"female"
"1642","Jeane",4.44715814839231e-05,"female"
"1643","Jaimie",4.44715814839231e-05,"female"
"1644","Inge",4.44715814839231e-05,"female"
"1645","Farrah",4.44715814839231e-05,"female"
"1646","Elaina",4.44715814839231e-05,"female"
"1647","Caitlyn",4.44715814839231e-05,"female"
"1648","Starr",4.44715814839231e-05,"female"
"1649","Felicitas",4.44715814839231e-05,"female"
"1650","Cherly",4.44715814839231e-05,"female"
"1651","Caryl",4.44715814839231e-05,"female"
"1652","Yolonda",4.44715814839231e-05,"female"
"1653","Yasmin",4.44715814839231e-05,"female"
"1654","Teena",4.44715814839231e-05,"female"
"1655","Prudence",4.44715814839231e-05,"female"
"1656","Pennie",4.44715814839231e-05,"female"
"1657","Nydia",4.44715814839231e-05,"female"
"1658","Mackenzie",4.44715814839231e-05,"female"
"1659","Orpha",4.44715814839231e-05,"female"
"1660","Marvel",4.44715814839231e-05,"female"
"1661","Lizbeth",4.44715814839231e-05,"female"
"1662","Laurette",4.44715814839231e-05,"female"
"1663","Jerrie",4.44715814839231e-05,"female"
"1664","Hermelinda",4.44715814839231e-05,"female"
"1665","Carolee",4.44715814839231e-05,"female"
"1666","Tierra",4.44715814839231e-05,"female"
"1667","Mirian",4.44715814839231e-05,"female"
"1668","Meta",4.44715814839231e-05,"female"
"1669","Melony",4.44715814839231e-05,"female"
"1670","Kori",4.44715814839231e-05,"female"
"1671","Jennette",4.44715814839231e-05,"female"
"1672","Jamila",4.44715814839231e-05,"female"
"1673","Ena",4.44715814839231e-05,"female"
"1674","Anh",4.44715814839231e-05,"female"
"1675","Yoshiko",4.44715814839231e-05,"female"
"1676","Susannah",4.44715814839231e-05,"female"
"1677","Salina",4.44715814839231e-05,"female"
"1678","Rhiannon",4.44715814839231e-05,"female"
"1679","Joleen",4.44715814839231e-05,"female"
"1680","Cristine",4.44715814839231e-05,"female"
"1681","Ashton",4.44715814839231e-05,"female"
"1682","Aracely",4.44715814839231e-05,"female"
"1683","Tomeka",4.44715814839231e-05,"female"
"1684","Shalonda",4.44715814839231e-05,"female"
"1685","Marti",4.44715814839231e-05,"female"
"1686","Lacie",4.44715814839231e-05,"female"
"1687","Kala",4.44715814839231e-05,"female"
"1688","Jada",4.44715814839231e-05,"female"
"1689","Ilse",4.44715814839231e-05,"female"
"1690","Hailey",4.44715814839231e-05,"female"
"1691","Brittani",4.44715814839231e-05,"female"
"1692","Zona",3.33536861129423e-05,"female"
"1693","Syble",3.33536861129423e-05,"female"
"1694","Sherryl",3.33536861129423e-05,"female"
"1695","Randy",3.33536861129423e-05,"female"
"1696","Nidia",3.33536861129423e-05,"female"
"1697","Marlo",3.33536861129423e-05,"female"
"1698","Kandice",3.33536861129423e-05,"female"
"1699","Kandi",3.33536861129423e-05,"female"
"1700","Deb",3.33536861129423e-05,"female"
"1701","Dean",3.33536861129423e-05,"female"
"1702","America",3.33536861129423e-05,"female"
"1703","Alycia",3.33536861129423e-05,"female"
"1704","Tommy",3.33536861129423e-05,"female"
"1705","Ronna",3.33536861129423e-05,"female"
"1706","Norene",3.33536861129423e-05,"female"
"1707","Mercy",3.33536861129423e-05,"female"
"1708","Jose",3.33536861129423e-05,"female"
"1709","Ingeborg",3.33536861129423e-05,"female"
"1710","Giovanna",3.33536861129423e-05,"female"
"1711","Gemma",3.33536861129423e-05,"female"
"1712","Christel",3.33536861129423e-05,"female"
"1713","Audry",3.33536861129423e-05,"female"
"1714","Zora",3.33536861129423e-05,"female"
"1715","Vita",3.33536861129423e-05,"female"
"1716","Van",3.33536861129423e-05,"female"
"1717","Trish",3.33536861129423e-05,"female"
"1718","Stephaine",3.33536861129423e-05,"female"
"1719","Shirlee",3.33536861129423e-05,"female"
"1720","Shanika",3.33536861129423e-05,"female"
"1721","Melonie",3.33536861129423e-05,"female"
"1722","Mazie",3.33536861129423e-05,"female"
"1723","Jazmin",3.33536861129423e-05,"female"
"1724","Inga",3.33536861129423e-05,"female"
"1725","Hoa",3.33536861129423e-05,"female"
"1726","Hettie",3.33536861129423e-05,"female"
"1727","Geralyn",3.33536861129423e-05,"female"
"1728","Fonda",3.33536861129423e-05,"female"
"1729","Estrella",3.33536861129423e-05,"female"
"1730","Adella",3.33536861129423e-05,"female"
"1731","Su",3.33536861129423e-05,"female"
"1732","Sarita",3.33536861129423e-05,"female"
"1733","Rina",3.33536861129423e-05,"female"
"1734","Milissa",3.33536861129423e-05,"female"
"1735","Maribeth",3.33536861129423e-05,"female"
"1736","Golda",3.33536861129423e-05,"female"
"1737","Evon",3.33536861129423e-05,"female"
"1738","Ethelyn",3.33536861129423e-05,"female"
"1739","Enedina",3.33536861129423e-05,"female"
"1740","Cherise",3.33536861129423e-05,"female"
"1741","Chana",3.33536861129423e-05,"female"
"1742","Velva",3.33536861129423e-05,"female"
"1743","Tawanna",3.33536861129423e-05,"female"
"1744","Sade",3.33536861129423e-05,"female"
"1745","Mirta",3.33536861129423e-05,"female"
"1746","Li",3.33536861129423e-05,"female"
"1747","Karie",3.33536861129423e-05,"female"
"1748","Jacinta",3.33536861129423e-05,"female"
"1749","Elna",3.33536861129423e-05,"female"
"1750","Davina",3.33536861129423e-05,"female"
"1751","Cierra",3.33536861129423e-05,"female"
"1752","Ashlie",3.33536861129423e-05,"female"
"1753","Albertha",3.33536861129423e-05,"female"
"1754","Tanesha",3.33536861129423e-05,"female"
"1755","Stephani",3.33536861129423e-05,"female"
"1756","Nelle",3.33536861129423e-05,"female"
"1757","Mindi",3.33536861129423e-05,"female"
"1758","Lu",3.33536861129423e-05,"female"
"1759","Lorinda",3.33536861129423e-05,"female"
"1760","Larue",3.33536861129423e-05,"female"
"1761","Florene",3.33536861129423e-05,"female"
"1762","Demetra",3.33536861129423e-05,"female"
"1763","Dedra",3.33536861129423e-05,"female"
"1764","Ciara",3.33536861129423e-05,"female"
"1765","Chantelle",3.33536861129423e-05,"female"
"1766","Ashly",3.33536861129423e-05,"female"
"1767","Suzy",3.33536861129423e-05,"female"
"1768","Rosalva",3.33536861129423e-05,"female"
"1769","Noelia",3.33536861129423e-05,"female"
"1770","Lyda",3.33536861129423e-05,"female"
"1771","Leatha",3.33536861129423e-05,"female"
"1772","Krystyna",3.33536861129423e-05,"female"
"1773","Kristan",3.33536861129423e-05,"female"
"1774","Karri",3.33536861129423e-05,"female"
"1775","Darline",3.33536861129423e-05,"female"
"1776","Darcie",3.33536861129423e-05,"female"
"1777","Cinda",3.33536861129423e-05,"female"
"1778","Cheyenne",3.33536861129423e-05,"female"
"1779","Cherrie",3.33536861129423e-05,"female"
"1780","Awilda",3.33536861129423e-05,"female"
"1781","Almeda",3.33536861129423e-05,"female"
"1782","Rolanda",3.33536861129423e-05,"female"
"1783","Lanette",3.33536861129423e-05,"female"
"1784","Jerilyn",3.33536861129423e-05,"female"
"1785","Gisele",3.33536861129423e-05,"female"
"1786","Evalyn",3.33536861129423e-05,"female"
"1787","Cyndi",3.33536861129423e-05,"female"
"1788","Cleta",3.33536861129423e-05,"female"
"1789","Carin",3.33536861129423e-05,"female"
"1790","Zina",3.33536861129423e-05,"female"
"1791","Zena",3.33536861129423e-05,"female"
"1792","Velia",3.33536861129423e-05,"female"
"1793","Tanika",3.33536861129423e-05,"female"
"1794","Paul",3.33536861129423e-05,"female"
"1795","Charissa",3.33536861129423e-05,"female"
"1796","Thomas",3.33536861129423e-05,"female"
"1797","Talia",3.33536861129423e-05,"female"
"1798","Margarete",3.33536861129423e-05,"female"
"1799","Lavonda",3.33536861129423e-05,"female"
"1800","Kaylee",3.33536861129423e-05,"female"
"1801","Kathlene",3.33536861129423e-05,"female"
"1802","Jonna",3.33536861129423e-05,"female"
"1803","Irena",3.33536861129423e-05,"female"
"1804","Ilona",3.33536861129423e-05,"female"
"1805","Idalia",3.33536861129423e-05,"female"
"1806","Candis",3.33536861129423e-05,"female"
"1807","Candance",3.33536861129423e-05,"female"
"1808","Brandee",3.33536861129423e-05,"female"
"1809","Anitra",3.33536861129423e-05,"female"
"1810","Alida",3.33536861129423e-05,"female"
"1811","Sigrid",3.33536861129423e-05,"female"
"1812","Nicolette",3.33536861129423e-05,"female"
"1813","Maryjo",3.33536861129423e-05,"female"
"1814","Linette",3.33536861129423e-05,"female"
"1815","Hedwig",3.33536861129423e-05,"female"
"1816","Christiana",3.33536861129423e-05,"female"
"1817","Cassidy",3.33536861129423e-05,"female"
"1818","Alexia",3.33536861129423e-05,"female"
"1819","Tressie",3.33536861129423e-05,"female"
"1820","Modesta",3.33536861129423e-05,"female"
"1821","Lupita",3.33536861129423e-05,"female"
"1822","Lita",3.33536861129423e-05,"female"
"1823","Gladis",3.33536861129423e-05,"female"
"1824","Evelia",3.33536861129423e-05,"female"
"1825","Davida",3.33536861129423e-05,"female"
"1826","Cherri",3.33536861129423e-05,"female"
"1827","Cecily",3.33536861129423e-05,"female"
"1828","Ashely",3.33536861129423e-05,"female"
"1829","Annabel",3.33536861129423e-05,"female"
"1830","Agustina",3.33536861129423e-05,"female"
"1831","Wanita",3.33536861129423e-05,"female"
"1832","Shirly",3.33536861129423e-05,"female"
"1833","Rosaura",3.33536861129423e-05,"female"
"1834","Hulda",3.33536861129423e-05,"female"
"1835","Eun",3.33536861129423e-05,"female"
"1836","Bailey",3.33536861129423e-05,"female"
"1837","Yetta",3.33536861129423e-05,"female"
"1838","Verona",3.33536861129423e-05,"female"
"1839","Thomasina",3.33536861129423e-05,"female"
"1840","Sibyl",3.33536861129423e-05,"female"
"1841","Shannan",3.33536861129423e-05,"female"
"1842","Mechelle",3.33536861129423e-05,"female"
"1843","Lue",3.33536861129423e-05,"female"
"1844","Leandra",3.33536861129423e-05,"female"
"1845","Lani",3.33536861129423e-05,"female"
"1846","Kylee",3.33536861129423e-05,"female"
"1847","Kandy",3.33536861129423e-05,"female"
"1848","Jolynn",3.33536861129423e-05,"female"
"1849","Ferne",3.33536861129423e-05,"female"
"1850","Eboni",3.33536861129423e-05,"female"
"1851","Corene",3.33536861129423e-05,"female"
"1852","Alysia",3.33536861129423e-05,"female"
"1853","Zula",3.33536861129423e-05,"female"
"1854","Nada",3.33536861129423e-05,"female"
"1855","Moira",3.33536861129423e-05,"female"
"1856","Lyndsay",3.33536861129423e-05,"female"
"1857","Lorretta",3.33536861129423e-05,"female"
"1858","Juan",3.33536861129423e-05,"female"
"1859","Jammie",3.33536861129423e-05,"female"
"1860","Hortensia",3.33536861129423e-05,"female"
"1861","Gaynell",3.33536861129423e-05,"female"
"1862","Cameron",3.33536861129423e-05,"female"
"1863","Adria",3.33536861129423e-05,"female"
"1864","Vina",3.33536861129423e-05,"female"
"1865","Vicenta",3.33536861129423e-05,"female"
"1866","Tangela",3.33536861129423e-05,"female"
"1867","Stephine",3.33536861129423e-05,"female"
"1868","Norine",3.33536861129423e-05,"female"
"1869","Nella",3.33536861129423e-05,"female"
"1870","Liana",3.33536861129423e-05,"female"
"1871","Leslee",3.33536861129423e-05,"female"
"1872","Kimberely",3.33536861129423e-05,"female"
"1873","Iliana",3.33536861129423e-05,"female"
"1874","Glory",3.33536861129423e-05,"female"
"1875","Felica",3.33536861129423e-05,"female"
"1876","Emogene",3.33536861129423e-05,"female"
"1877","Elfriede",3.33536861129423e-05,"female"
"1878","Eden",3.33536861129423e-05,"female"
"1879","Eartha",3.33536861129423e-05,"female"
"1880","Carma",3.33536861129423e-05,"female"
"1881","Bea",3.33536861129423e-05,"female"
"1882","Ocie",3.33536861129423e-05,"female"
"1883","Marry",3.33536861129423e-05,"female"
"1884","Lennie",3.33536861129423e-05,"female"
"1885","Kiara",3.33536861129423e-05,"female"
"1886","Jacalyn",3.33536861129423e-05,"female"
"1887","Carlota",3.33536861129423e-05,"female"
"1888","Arielle",3.33536861129423e-05,"female"
"1889","Yu",3.33536861129423e-05,"female"
"1890","Star",3.33536861129423e-05,"female"
"1891","Otilia",3.33536861129423e-05,"female"
"1892","Kirstin",3.33536861129423e-05,"female"
"1893","Kacey",3.33536861129423e-05,"female"
"1894","Johnetta",3.33536861129423e-05,"female"
"1895","Joey",3.33536861129423e-05,"female"
"1896","Joetta",3.33536861129423e-05,"female"
"1897","Jeraldine",3.33536861129423e-05,"female"
"1898","Jaunita",3.33536861129423e-05,"female"
"1899","Elana",3.33536861129423e-05,"female"
"1900","Dorthea",3.33536861129423e-05,"female"
"1901","Cami",3.33536861129423e-05,"female"
"1902","Amada",3.33536861129423e-05,"female"
"1903","Adelia",3.33536861129423e-05,"female"
"1904","Vernita",3.33536861129423e-05,"female"
"1905","Tamar",3.33536861129423e-05,"female"
"1906","Siobhan",3.33536861129423e-05,"female"
"1907","Renea",3.33536861129423e-05,"female"
"1908","Rashida",3.33536861129423e-05,"female"
"1909","Ouida",3.33536861129423e-05,"female"
"1910","Odell",3.33536861129423e-05,"female"
"1911","Nilsa",3.33536861129423e-05,"female"
"1912","Meryl",3.33536861129423e-05,"female"
"1913","Kristyn",3.33536861129423e-05,"female"
"1914","Julieta",3.33536861129423e-05,"female"
"1915","Danica",3.33536861129423e-05,"female"
"1916","Breanne",3.33536861129423e-05,"female"
"1917","Aurea",3.33536861129423e-05,"female"
"1918","Anglea",3.33536861129423e-05,"female"
"1919","Sherron",3.33536861129423e-05,"female"
"1920","Odette",3.33536861129423e-05,"female"
"1921","Malia",3.33536861129423e-05,"female"
"1922","Lorelei",3.33536861129423e-05,"female"
"1923","Lin",3.33536861129423e-05,"female"
"1924","Leesa",3.33536861129423e-05,"female"
"1925","Kenna",3.33536861129423e-05,"female"
"1926","Kathlyn",3.33536861129423e-05,"female"
"1927","Fiona",3.33536861129423e-05,"female"
"1928","Charlette",3.33536861129423e-05,"female"
"1929","Suzie",3.33536861129423e-05,"female"
"1930","Shantell",3.33536861129423e-05,"female"
"1931","Sabra",3.33536861129423e-05,"female"
"1932","Racquel",3.33536861129423e-05,"female"
"1933","Myong",3.33536861129423e-05,"female"
"1934","Mira",3.33536861129423e-05,"female"
"1935","Martine",3.33536861129423e-05,"female"
"1936","Lucienne",3.33536861129423e-05,"female"
"1937","Lavada",3.33536861129423e-05,"female"
"1938","Juliann",3.33536861129423e-05,"female"
"1939","Johnie",3.33536861129423e-05,"female"
"1940","Elvera",3.33536861129423e-05,"female"
"1941","Delphia",3.33536861129423e-05,"female"
"1942","Clair",3.33536861129423e-05,"female"
"1943","Christiane",3.33536861129423e-05,"female"
"1944","Charolette",3.33536861129423e-05,"female"
"1945","Carri",3.33536861129423e-05,"female"
"1946","Augustine",3.33536861129423e-05,"female"
"1947","Asha",3.33536861129423e-05,"female"
"1948","Angella",3.33536861129423e-05,"female"
"1949","Paola",3.33536861129423e-05,"female"
"1950","Ninfa",3.33536861129423e-05,"female"
"1951","Leda",3.33536861129423e-05,"female"
"1952","Lai",3.33536861129423e-05,"female"
"1953","Eda",3.33536861129423e-05,"female"
"1954","Sunshine",3.33536861129423e-05,"female"
"1955","Stefani",3.33536861129423e-05,"female"
"1956","Shanell",3.33536861129423e-05,"female"
"1957","Palma",3.33536861129423e-05,"female"
"1958","Machelle",3.33536861129423e-05,"female"
"1959","Lissa",3.33536861129423e-05,"female"
"1960","Kecia",3.33536861129423e-05,"female"
"1961","Kathryne",3.33536861129423e-05,"female"
"1962","Karlene",3.33536861129423e-05,"female"
"1963","Julissa",3.33536861129423e-05,"female"
"1964","Jettie",3.33536861129423e-05,"female"
"1965","Jenniffer",3.33536861129423e-05,"female"
"1966","Hui",3.33536861129423e-05,"female"
"1967","Corrina",3.33536861129423e-05,"female"
"1968","Christopher",3.33536861129423e-05,"female"
"1969","Carolann",3.33536861129423e-05,"female"
"1970","Alena",3.33536861129423e-05,"female"
"1971","Tess",3.33536861129423e-05,"female"
"1972","Rosaria",3.33536861129423e-05,"female"
"1973","Myrtice",3.33536861129423e-05,"female"
"1974","Marylee",3.33536861129423e-05,"female"
"1975","Liane",3.33536861129423e-05,"female"
"1976","Kenyatta",3.33536861129423e-05,"female"
"1977","Judie",3.33536861129423e-05,"female"
"1978","Janey",3.33536861129423e-05,"female"
"1979","In",3.33536861129423e-05,"female"
"1980","Elmira",3.33536861129423e-05,"female"
"1981","Eldora",3.33536861129423e-05,"female"
"1982","Denna",3.33536861129423e-05,"female"
"1983","Cristi",3.33536861129423e-05,"female"
"1984","Cathi",3.33536861129423e-05,"female"
"1985","Zaida",3.33536861129423e-05,"female"
"1986","Vonnie",3.33536861129423e-05,"female"
"1987","Viva",3.33536861129423e-05,"female"
"1988","Vernie",3.33536861129423e-05,"female"
"1989","Rosaline",3.33536861129423e-05,"female"
