,vader_roll500,textblob_roll500,huliu_roll500,syuzhet_roll500,jockers_rinker_roll500,sentiword_roll500,senticnet_roll500,median
499,0.8133411823526091,0.33101621979477,0.5913978494623655,0.8334417696811972,0.7938676381299333,0.46006055151077474,0.8421589181219187,0.7938676381299333
500,0.8122460828824178,0.3263819927176432,0.596774193548387,0.8249837345478205,0.7859744990892533,0.4577542791319019,0.8382251301663362,0.7859744990892533
501,0.8050706814937865,0.3522012578616353,0.6021505376344085,0.8282368249837346,0.7890103217972071,0.45959929703500024,0.842487213749251,0.7890103217972071
502,0.8057254832388494,0.3561734524991726,0.6021505376344085,0.8298633702016918,0.790528233151184,0.45527503632461364,0.8264583237340457,0.790528233151184
503,0.7913408114058078,0.36014564713670955,0.60752688172043,0.8301886792452831,0.7923497267759564,0.45760114264594476,0.8206929917522923,0.7913408114058078
504,0.7938100268533228,0.36014564713670955,0.60752688172043,0.8318152244632402,0.7938676381299333,0.45543901229075145,0.8164539464590146,0.7938100268533228
505,0.7973840186441088,0.31049321416749426,0.60752688172043,0.835718932986337,0.7975106253794778,0.4687412619046073,0.8200018430631708,0.7973840186441088
506,0.779206012563807,0.2939424031777557,0.575268817204301,0.8132726089785296,0.7765634486945961,0.4664349895257345,0.7980693913283876,0.7765634486945961
507,0.786004015902328,0.299238662694472,0.586021505376344,0.8070917371502928,0.7707953855494839,0.4440929758554038,0.7919584850020733,0.7707953855494839
508,0.7730757134677881,0.303541873551804,0.575268817204301,0.7931034482758621,0.7577413479052824,0.4544712015603316,0.7794429341565681,0.7577413479052824
509,0.7889361084454909,0.3174445547831843,0.586021505376344,0.8100195185426156,0.7735276259866425,0.4613900186969502,0.7845401557388378,0.7735276259866425
510,0.7937584168635641,0.31612048990400526,0.596774193548387,0.8106701366297984,0.7789921068609593,0.47292138059131433,0.7724911302584894,0.7724911302584894
511,0.7894151136629384,0.33432638199271764,0.60752688172043,0.8106701366297984,0.7789921068609593,0.47292138059131433,0.7752384462977466,0.7752384462977466
512,0.7820155313812929,0.3240648791790797,0.6021505376344085,0.8074170461938842,0.7759562841530054,0.47096104906927244,0.7740634935262405,0.7740634935262405
513,0.7820155313812929,0.3184376034425687,0.6021505376344085,0.8074170461938842,0.7759562841530054,0.4718259012113497,0.7849606045247202,0.7759562841530054
514,0.7887812784762149,0.32969215491559084,0.6021505376344085,0.8083929733246585,0.7768670309653917,0.47724564130170094,0.7873277887849603,0.7768670309653917
515,0.784939559863556,0.32969215491559084,0.596774193548387,0.7950553025374106,0.764420157862781,0.4844527424856786,0.7776689858544901,0.764420157862781
