,vader,textblob,huliu,syuzhet,jockers_rinker,sentiword,senticnet
3058,0.0,0.0,0.0,0.0,0.0,0.4375,-0.52
3059,0.128,0.25,0.0,0.5,0.5,0.0,-0.976
3060,0.5267,0.2,0.0,0.7500000000000001,0.7500000000000001,0.0,0.903
3061,0.4767,0.38,1.0,0.75,0.75,0.0,-0.55
3062,0.6486,0.32,0.0,0.0,0.0,-0.1071428571428569,1.542
3063,0.0,0.17,0.0,0.6,0.6,-0.3125,-0.822
3064,-0.4404,0.25,-1.0,-0.1499999999999999,-0.1499999999999999,-0.016666666666667,-0.8390000000000002
3065,-0.6249,-0.38,-1.0,-1.1,-1.1,-0.375,-0.0119999999999999
3066,0.0,0.0,0.0,0.0,0.0,0.0,0.61
3067,0.0,0.0,0.0,0.25,0.25,0.0,0.96
3068,-0.4767,-0.4,-1.0,-0.25,-0.25,-0.9375,-0.272
3069,0.4404,0.4,3.0,0.4,0.4,-0.2708333333333332,2.4120000000000004
3070,0.7579,0.42,2.0,1.25,1.25,-0.2083333333333332,1.642
3071,0.0772,0.03,1.0,0.65,0.65,0.625,1.0810000000000002
3072,0.9403,0.62,4.0,2.5,2.5,1.0666666666666669,2.0580000000000003
3073,0.0,0.0,1.0,1.7999999999999998,1.7999999999999998,-0.125,2.37
3074,-0.4939,-0.15,0.0,0.0,0.0,-0.1124999999999999,-0.482
3075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,-0.9042,-0.18,-3.0,-2.45,-2.45,-0.6875,-0.4799999999999999
3077,0.7096,0.0,0.0,-0.25,-0.25,-0.0499999999999999,1.114
3078,-0.4019,-0.08,-1.0,-0.25,-0.25,-0.09375,-0.025
3079,-0.5106,-0.8,-1.0,-1.0,-1.0,0.0,-0.53
3080,0.7227,0.8,1.0,1.55,1.55,0.625,0.8779999999999999
3081,0.0,0.0,0.0,0.0,0.0,0.0,0.283
3082,0.0,0.1,0.0,0.0,0.0,0.0625,-0.0949999999999998
3083,0.3291,0.12,1.0,0.75,0.75,1.458333333333333,2.145
3084,0.0,0.0,0.0,0.0,0.0,0.625,0.486
3085,0.0,0.0,0.0,0.0,0.0,0.0625,1.974
3086,-0.4019,0.0,-1.0,-0.75,-0.75,0.0,-0.0129999999999999
3087,0.5267,0.37,0.0,1.05,1.05,0.458333333333333,2.003
3088,-0.5994,0.0,-1.0,-0.75,-0.75,-0.458333333333333,-0.067
3089,-0.5994,0.2,-1.0,-0.75,-0.75,-0.208333333333333,-0.99
3090,0.6956,0.45,1.0,0.5,0.5,1.0416666666666667,0.3209999999999999
3091,0.0,-0.13,-1.0,-0.5,-0.5,0.5,-0.88
3092,-0.1154,0.07,0.0,0.6000000000000001,0.6000000000000001,1.020833333333333,1.7569999999999997
3093,-0.3412,0.03,0.0,0.5,0.5,0.3124999999999997,4.103
3094,0.296,-0.02,0.0,0.35,0.35,0.375,-0.2219999999999999
3095,0.128,0.0,0.0,0.0,0.0,0.28125,0.8259999999999998
3096,0.0,0.14,0.0,1.4,1.4,0.0,1.207
3097,-0.1901,0.0,0.0,0.4,0.4,0.0625,-0.896
3098,0.0,0.0,0.0,0.0,0.0,-0.083333333333333,0.089
3099,0.0,0.0,0.0,0.0,0.0,0.0,0.026
3100,0.0,0.0,0.0,0.0,0.0,0.0812499999999999,1.154
3101,-0.3182,-0.29,1.0,0.6,0.6,-0.625,-0.2119999999999998
3102,0.0,0.0,0.0,0.4,0.4,0.125,-0.87
3103,0.0,0.0,0.0,0.0,0.0,0.8125,-0.7039999999999998
3104,0.4767,1.0,1.0,0.5,0.5,0.0,0.0
3105,0.0,-0.4,0.0,0.0,0.0,-0.25,-0.2999999999999999
3106,0.0,0.1,0.0,0.0,0.0,-0.2916666666666667,0.551
3107,0.5423,0.0,1.0,-0.05,-0.05,-0.4583333333333333,-0.8709999999999998
3108,-0.3182,0.25,0.0,-0.6,-0.6,0.125,1.677
3109,0.0,-0.3,0.0,-0.25,-0.25,-0.25,-2.0170000000000003
3110,0.575,0.11,2.0,1.35,1.35,1.1875000000000004,0.5299999999999998
3111,0.0,0.0,0.0,0.0,0.0,-0.375,0.706
3112,0.5423,0.3,4.0,2.9,2.9,0.1666666666666669,2.764
3113,0.0,0.0,0.0,0.0,0.0,0.34375,-0.52
3114,0.4019,0.0,0.0,0.0,0.0,0.0,0.137
3115,0.2584,0.08,-1.0,-1.35,-1.35,-0.25,0.8559999999999999
3116,0.5106,0.08,3.0,2.0,2.0,0.625,2.074
3117,0.0516,-0.12,0.0,0.0,0.0,-0.0714285714285714,0.7489999999999999
3118,0.0,0.0,0.0,0.0,0.0,0.4375,0.049
3119,0.0,0.0,0.0,0.0,0.0,-0.625,-0.047
3120,-0.4576,0.8,-1.0,-0.15,-0.15,-1.125,0.923
3121,-0.0772,-0.2,0.0,0.0,0.0,-1.3333333333333333,-1.169
3122,0.0,0.0,0.0,0.0,0.0,0.0,0.643
3123,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
3124,-0.2732,0.0,-2.0,-1.15,-1.15,0.0625,-0.56
3125,0.0,0.29,1.0,0.8,0.8,0.1875,0.803
3126,0.7579,0.25,0.0,1.0,1.0,0.020833333333333,1.2060000000000002
3127,0.6696,0.62,1.0,0.75,0.75,0.375,-0.0749999999999999
3128,0.0,0.25,0.0,0.0,0.0,0.375,-0.642
3129,0.5859,0.0,0.0,1.2000000000000002,1.2000000000000002,0.520833333333333,0.5659999999999998
3130,0.0,0.0,0.0,0.0,0.0,0.9375,1.541
3131,0.0,0.0,0.0,0.0,0.0,0.0,-1.53
3132,0.0,0.0,0.0,0.0,0.0,-0.875,1.041
3133,0.0,0.0,0.0,0.0,0.0,0.0,-0.0499999999999999
3134,0.0,0.0,0.0,0.0,0.0,0.0,-0.57
3135,0.0,-0.15,-1.0,-1.0,-1.0,0.2,-0.239
3136,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
3140,0.0,0.0,0.0,0.0,0.0,0.75,0.0289999999999999
3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3142,0.0,0.0,0.0,0.0,0.0,0.0,0.063
3143,0.0,0.0,0.0,0.0,0.0,0.875,0.861
3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,0.0,0.0,0.0,0.0,0.0,-0.4499999999999999,1.5459999999999998
3146,0.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.061
3147,0.4939,0.0,0.0,0.0,0.0,-0.5,2.559
3148,0.0,0.0,0.0,0.0,0.0,0.325,0.5820000000000001
3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,0.0,0.16,0.0,0.0,0.0,0.0,0.625
3151,0.0,0.0,0.0,-0.25,-0.25,-0.125,0.002
3152,0.0,0.0,0.0,0.0,0.0,0.125,0.07
3153,0.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.061
3154,0.0,0.0,0.0,0.0,0.0,0.25,0.0
3155,0.0,0.4,0.0,0.0,0.0,0.28125,0.5990000000000001
3156,0.0,0.0,0.0,0.0,0.0,-0.3125,-0.52
3157,0.6597,0.37,1.0,1.75,1.75,0.39375,1.026
3158,0.1779,-0.5,-1.0,-0.5,-0.5,0.125,0.187
3159,0.0,0.0,0.0,0.0,0.0,-0.3125,-0.52
3160,0.4824,0.6,2.0,2.35,2.35,-0.125,1.593
3161,0.5413,0.5,1.0,0.5,0.5,-0.625,0.0
3162,-0.1179,0.0,0.0,-0.6,-0.6,0.625,-0.4369999999999999
3163,0.6705,0.5,2.0,1.55,1.55,-0.75,0.9
3164,0.8807,0.35,4.0,2.75,2.75,1.5,2.2350000000000003
3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,0.0,0.0,0.0,0.4,0.4,0.75,-0.1929999999999999
3167,-0.3919,-0.25,0.0,-0.25,-0.25,-0.333333333333333,-0.8
3168,0.0,-0.16,0.0,0.0,0.0,-0.28125,1.13
3169,-0.296,-0.08,0.0,0.0,0.0,-0.3125,-0.76
3170,0.0,0.0,0.0,0.0,0.0,-0.175,1.91
3171,0.6369,0.5,1.0,1.35,1.35,-0.125,1.368
3172,0.6808,0.0,3.0,1.75,2.75,0.75,2.707
3173,-0.2732,0.0,-1.0,-1.0,-1.0,-0.875,-1.42
3174,-0.4404,-0.25,-2.0,-1.0,-1.0,0.4375,1.372
3175,-0.1027,0.0,0.0,0.0,0.0,0.5625,-0.23
3176,0.0,0.0,0.0,0.6,0.6,-0.0625,0.792
3177,0.0,0.0,0.0,0.0,0.0,0.0,-0.72
3178,0.3182,0.0,0.0,0.5,0.5,0.142857142857143,-0.3199999999999999
3179,0.0,0.4,1.0,0.6,0.6,0.375,-0.365
3180,0.8176,0.4,2.0,2.05,2.05,0.875,1.842
3181,0.0,0.5,0.0,0.1,0.1,0.25,1.09
3182,0.0,0.0,0.0,0.0,0.0,0.25,-0.83
3183,-0.2023,0.0,0.0,0.0,0.0,1.03125,1.332
3184,0.3818,0.1,0.0,0.5,0.5,0.53125,1.7660000000000002
3185,0.5719,0.35,1.0,1.0,1.0,0.125,1.833
3186,0.0,0.0,0.0,0.6,0.6,0.0,0.604
3187,0.5719,0.0,-1.0,0.0,-1.0,-0.270833333333333,0.639
3188,0.0,0.0,0.0,0.0,0.0,0.0,0.105
3189,-0.3818,0.0,0.0,-0.6,-0.6,0.0,0.481
3190,-0.4767,-0.4,-1.0,-0.0999999999999999,-0.0999999999999999,-0.6875,0.1979999999999999
3191,0.0,0.22,1.0,1.15,1.15,-0.625,1.278
3192,-0.631,-0.5,0.0,-0.5,-0.5,0.0,-0.87
3193,0.0,0.05,-1.0,-0.1999999999999999,-0.1999999999999999,0.25,0.0949999999999999
3194,-0.296,0.0,0.0,0.0,0.0,-0.125,1.5340000000000005
3195,-0.4767,-0.15,-2.0,-1.35,-1.35,-0.364583333333333,0.7739999999999999
3196,0.0,0.0,0.0,0.25,0.25,0.0,-1.381
3197,-0.0516,0.0,-2.0,-0.0999999999999999,-0.0999999999999999,0.125,-2.274
3198,-0.4033,-0.13,-1.0,-0.75,-0.75,0.083333333333333,0.9299999999999996
3199,0.0,0.0,2.0,0.0,2.0,0.5,0.562
3200,-0.1027,0.0,0.0,0.0,0.0,-0.875,-0.71
3201,-0.2023,0.0,-1.0,-1.5499999999999998,-1.5499999999999998,0.4791666666666667,-0.563
3202,0.0,0.0,1.0,0.0,1.0,0.7583333333333331,0.318
3203,0.0258,0.0,0.0,0.0,0.0,0.625,0.509
3204,-0.34,0.05,-1.0,0.0,0.0,-0.375,-1.612
3205,0.0,0.0,0.0,0.0,0.0,0.1875,1.235
3206,0.4215,0.17,0.0,0.5,0.0,-0.375,0.7859999999999999
3207,0.0,0.0,0.0,0.0,0.0,0.0625,0.517
3208,0.0,-0.3,0.0,0.0,0.0,-0.7226666666666661,1.009
3209,0.0,0.0,0.0,0.0,0.0,0.125,0.1009999999999999
3210,0.0,0.0,0.0,0.0,0.0,0.25,0.553
3211,0.5106,0.27,1.0,0.5,0.5,0.3125,-0.247
3212,0.0,0.5,0.0,0.0,0.0,0.25,0.0
3213,0.0,0.0,0.0,0.0,0.0,0.5,0.609
3214,0.4767,0.6,1.0,0.8,0.8,0.65625,1.162
3215,0.2755,0.0,0.0,-0.75,0.25,1.125,0.475
3216,-0.1027,-0.15,-2.0,-0.25,-0.75,-0.2,-1.854
3217,0.5927,0.47,0.0,0.25,0.25,0.125,0.683
3218,-0.1813,0.0,0.0,1.0,1.0,-0.28125,3.324
3219,0.0258,0.0,0.0,0.0,0.0,0.291666666666667,2.343
3220,0.0,0.0,0.0,0.0,0.0,0.375,0.0
3221,-0.4404,0.0,-1.0,-0.25,-0.25,0.0,2.305
3222,0.0,-0.4,0.0,0.0,0.0,0.075,0.038
3223,0.0,0.0,0.0,0.0,0.0,0.1791666666666667,0.038
3224,0.25,0.0,0.0,0.5,0.5,0.125,0.2340000000000001
3225,-0.3843,-0.17,-1.0,-0.25,-0.25,-0.125,0.216
3226,0.1926,0.0,1.0,0.75,0.75,0.9666666666666668,0.328
3227,0.0,0.0,0.0,0.0,0.0,0.375,-0.72
3228,0.25,-0.17,0.0,0.5,0.5,0.0625,-0.1389999999999998
3229,0.0,-0.17,0.0,0.0,0.0,-0.0625,-1.44
3230,0.0,-0.17,0.0,-0.25,-0.25,-0.0625,-1.31
3231,0.5994,0.7,1.0,1.65,1.65,0.59375,2.278
3232,-0.5994,0.0,-1.0,-0.75,-0.75,0.125,0.3630000000000001
3233,0.0,0.0,0.0,0.0,0.0,0.666666666666667,0.498
3234,-0.1779,0.0,0.0,0.25,-0.75,0.0,-0.514
3235,0.0,0.36,1.0,0.8,0.8,0.4375,1.267
3236,0.0,-0.46,-1.0,-0.75,-0.75,-0.5625,-1.63
3237,-0.6808,0.0,-2.0,-1.75,-1.75,-0.5,-0.509
3238,0.0,-0.15,0.0,0.0,0.0,-0.5,1.1569999999999998
3239,0.0,0.0,0.0,0.0,0.0,-0.3125,-0.479
3240,0.4767,0.0,1.0,0.75,0.75,0.25,-0.02
3241,0.0387,0.0,0.0,0.6,0.6,0.25,0.072
3242,0.0,0.0,0.0,0.0,0.0,0.208333333333333,0.071
3243,0.6369,0.5,2.0,1.25,1.25,0.75,1.096
3244,0.4019,0.0,1.0,0.8,1.8,0.375,-0.0969999999999999
3245,0.5859,0.25,0.0,1.9,1.9,0.375,1.5750000000000002
3246,0.2617,0.0,-1.0,-0.25,-0.25,0.125,-0.3229999999999999
3247,0.743,0.2,1.0,1.3,1.3,0.3125,0.49
3248,0.0,0.0,0.0,0.0,0.0,0.0,-0.06
3249,0.0,-0.5,0.0,0.0,0.0,0.625,-1.6789999999999998
3250,0.1779,0.02,0.0,0.5,0.5,0.354166666666667,1.414
3251,0.0,-0.2,0.0,0.0,0.0,-0.8645833333333333,1.632
3252,-0.4404,-0.2,-1.0,-1.0,-1.0,-0.459,-0.295
3253,0.0,0.0,-1.0,-0.5,-0.5,-0.25,-0.299
3254,0.6808,0.0,1.0,1.0,1.0,0.0,0.384
3255,0.0,0.0,0.0,0.0,0.0,0.625,1.12
3256,0.0,0.0,0.0,0.0,0.0,0.5,1.2539999999999998
3257,0.0,0.0,0.0,0.0,0.0,0.0,0.3089999999999999
3258,0.3182,0.0,0.0,0.1,0.1,-0.6958333333333333,-0.045
3259,0.0,0.1,0.0,0.0,0.0,0.375,0.5780000000000001
3260,-0.228,-0.02,-1.0,-1.0,-1.0,0.375,-1.035
3261,0.0,0.0,0.0,0.0,0.0,0.333333333333333,-0.4489999999999999
3262,0.0,0.0,0.0,0.0,0.0,-0.5,1.345
3263,0.0,-0.12,0.0,0.0,0.0,0.25,0.5369999999999999
3264,0.0,0.0,0.0,0.0,0.0,0.017857142857143,0.1129999999999999
3265,0.0,0.0,0.0,-0.25,-0.25,-0.0625,-0.1529999999999999
3266,-0.296,0.0,-1.0,-0.75,-0.75,-0.875,-0.56
3267,0.0,0.0,0.0,-0.25,-0.25,0.25,0.3479999999999999
3268,-0.5106,0.0,-1.0,-0.75,-0.75,0.0,0.006
3269,-0.6486,-0.2,-2.0,-1.25,-1.25,-0.366666666666667,0.2679999999999999
3270,-0.3612,-0.5,-1.0,-0.5,-0.5,0.625,0.744
3271,0.0,0.0,-1.0,-1.0,-1.0,-0.09375,-0.563
3272,0.0,0.0,0.0,0.0,0.0,0.8625,0.156
3273,0.4019,0.0,0.0,0.8,0.8,0.25,-0.76
3274,0.0,0.0,0.0,0.0,0.0,-0.291666666666667,0.5890000000000001
3275,-0.296,0.0,-1.0,-0.75,-0.75,-0.325,1.1059999999999997
3276,0.1783,0.05,2.0,3.05,2.25,0.3869047619047616,2.022
3277,0.0,0.0,0.0,0.0,0.0,0.0,-0.5069999999999999
3278,-0.7227,0.6,-1.0,-1.0,-1.0,-0.25,0.5619999999999999
3279,-0.0716,0.08,-2.0,-0.85,-0.85,-0.5,0.047
3280,-0.4767,-0.2,-2.0,-1.25,-1.25,0.0,-0.6200000000000001
3281,0.0,0.29,1.0,0.8,0.8,0.3125,2.248
3282,0.25,0.0,1.0,1.0,1.0,0.385416666666667,0.969
3283,0.0,0.35,0.0,0.5,0.5,0.28125,1.201
3284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3285,-0.128,0.03,2.0,0.6,0.35,-0.65625,1.475
3286,0.0,0.0,0.0,0.0,0.0,0.625,0.226
3287,0.6419,0.25,1.0,2.0,2.0,0.5,1.517
3288,-0.7579,-0.12,-2.0,-0.85,-0.85,0.1904761904761903,0.8470000000000001
3289,0.0516,-0.36,0.0,0.5,0.5,0.425,-1.279
3290,-0.1419,0.29,2.0,1.3,1.3,0.6875,0.3490000000000001
3291,0.2023,0.4,1.0,1.5,1.0,-0.475,1.947
3292,-0.5574,0.14,-3.0,-2.75,-2.75,-0.708333333333333,-2.5010000000000003
3293,0.6124,0.0,0.0,0.0,0.0,0.125,0.511
3294,-0.1027,0.5,0.0,-0.5,0.5,0.0,-0.623
3295,0.0,0.0,0.0,0.0,0.0,0.3,-0.5139999999999999
3296,-0.4588,0.0,0.0,-0.5,-0.5,-0.3125,-0.62
3297,0.0,-0.16,0.0,0.0,0.0,0.5,-0.284
3298,0.0,0.0,0.0,0.0,0.0,0.0,0.032
3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.1779,0.1,1.0,0.5,0.5,0.25,0.3859999999999999
3301,0.0,-0.2,0.0,0.85,0.85,-0.0291666666666662,1.853
3302,-0.2263,0.15,0.0,0.9,0.9,-0.75,-0.0250000000000001
3303,0.8555,0.22,1.0,2.75,2.75,-0.875,2.1590000000000003
3304,0.664,0.15,2.0,0.8500000000000001,0.8500000000000001,0.0,1.727
3305,0.0,0.0,0.0,0.0,0.0,0.5,0.072
3306,0.624,-0.08,1.0,0.5,0.5,0.145833333333333,0.133
3307,0.0,0.0,0.0,0.0,0.0,0.0,-0.179
3308,0.0,0.0,0.0,0.0,0.0,0.0,-0.76
3309,0.0,0.0,0.0,0.0,0.0,-1.0,0.8439999999999999
3310,0.836,0.85,2.0,1.0,1.0,0.75,1.216
3311,0.296,-0.1,0.0,0.6,0.6,0.375,0.15
3312,0.0,0.0,0.0,0.0,0.0,0.0,-0.95
3313,0.0,0.0,0.0,0.0,0.0,0.125,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0,0.793
3315,0.0,0.0,0.0,0.0,0.0,0.375,0.541
3316,0.0,0.0,0.0,0.0,0.0,-0.1875,0.748
3317,0.6369,1.0,1.0,0.9,0.9,-0.1875,0.906
3318,0.0,0.0,0.0,0.0,0.0,0.125,0.092
3319,0.0,0.1,0.0,0.0,0.0,-0.125,-0.5309999999999999
3320,0.0,0.0,0.0,0.0,0.0,0.0,0.028
3321,0.0,-0.25,0.0,0.0,0.0,-0.125,0.0830000000000001
3322,0.0,0.0,0.0,0.0,0.0,0.0625,0.067
3323,-0.128,0.0,0.0,0.0,0.0,0.0,-0.5469999999999999
3324,0.0,-0.16,0.0,0.0,0.0,-0.15625,-0.31
3325,0.0,0.0,0.0,0.0,0.0,0.0,0.03
3326,0.0,0.0,0.0,0.0,0.0,0.0,0.108
3327,0.5267,0.03,2.0,2.85,2.85,0.125,2.9120000000000004
3328,-0.8658,0.12,-2.0,-1.75,-1.75,-0.25,0.4149999999999997
3329,0.936,0.0,3.0,3.75,4.75,0.59375,2.019
3330,0.775,0.27,2.0,1.15,1.15,0.7708333333333329,0.1330000000000001
3331,0.5574,0.75,2.0,1.0,1.0,-0.5194,2.537
3332,0.3919,-0.07,1.0,0.9,1.9,1.1056,0.3989999999999999
3333,0.0,0.0,0.0,0.6,0.6,-0.5,1.798
3334,-0.5719,-0.23,-1.0,-0.5,-0.5,0.0,0.0019999999999998
3335,-0.6808,-0.12,-2.0,-1.75,-1.75,-0.8333333333333339,-1.828
3336,-0.6124,-0.12,-1.0,-0.75,-0.75,-0.125,-0.622
3337,-0.4019,0.0,0.0,0.0,0.0,-0.833333333333333,-0.95
3338,0.3818,0.03,2.0,1.0,1.0,0.4464285714285716,0.969
3339,-0.1027,0.12,0.0,-0.25,-0.25,0.3541666666666667,1.2960000000000005
3340,0.6908,0.36,0.0,0.8499999999999999,0.8499999999999999,1.2722666666666664,2.486999999999999
3341,0.0,-0.22,-1.0,-1.0,-1.0,-0.375,1.164
3342,0.0,0.1,0.0,-0.75,-1.0,-0.5,-0.09
3343,-0.6486,-0.07,-1.0,-1.55,-1.55,-0.875,-1.029
3344,0.4019,0.0,0.0,1.4,1.4,0.4,0.5110000000000001
3345,0.0,0.0,0.0,0.0,0.0,0.25,-0.619
3346,-0.4588,-0.05,0.0,0.35,0.35,-0.125,0.3069999999999999
3347,0.0,0.0,0.0,0.0,0.0,-0.125,0.2589999999999999
3348,0.0258,0.0,0.0,-0.25,-0.25,-0.0999999999999999,1.553
3349,-0.6908,0.0,-2.0,-1.5,-1.5,-0.4583333333333333,-2.31
3350,-0.25,-0.03,-1.0,-0.75,-0.75,-0.7458333333333333,-2.22
3351,0.0,0.0,0.0,0.0,0.0,0.25,-0.629
3352,-0.765,0.0,-1.0,-1.5,-1.5,-0.25,1.093
3353,0.1779,0.0,0.0,0.4,0.4,0.0,0.082
3354,0.0,0.0,0.0,-0.25,-0.25,-0.625,-0.762
3355,0.0,0.0,0.0,0.0,0.0,-0.041666666666667,1.4660000000000002
3356,0.0,0.0,0.0,0.0,0.0,0.15,0.336
3357,0.0,0.0,1.0,1.3,1.3,-0.125,1.49
3358,0.0,0.0,0.0,0.0,0.0,0.3125,0.098
3359,0.0,0.25,0.0,0.0,0.0,0.5,0.1169999999999999
3360,0.2263,0.3,1.0,0.5,0.5,-0.5625,1.005
3361,0.5086,-0.19,-1.0,-1.0,-1.0,-0.0625,0.97
3362,-0.5994,-0.01,0.0,-0.15,-0.15,-0.4375000000000003,3.847
3363,0.0,0.4,2.0,2.0,2.0,0.25,1.107
3364,0.3612,0.0,1.0,0.5,0.5,0.541666666666667,1.132
3365,0.0,0.0,0.0,0.0,0.0,-0.125,0.194
3366,-0.5719,0.0,0.0,-0.8,-0.8,0.125,-0.6660000000000001
3367,0.0,-0.03,0.0,0.0,0.0,-0.25,0.231
3368,0.0,0.0,0.0,-0.25,-0.25,0.15625,0.8210000000000001
3369,0.6908,0.0,0.0,1.2,1.2,0.25,2.27
3370,0.4767,0.0,2.0,1.0,1.0,0.0416666666666667,0.9000000000000001
3371,0.0,0.0,0.0,0.6,0.6,-0.25,1.2120000000000002
3372,0.4939,0.3,1.0,0.5,0.5,0.75,0.4229999999999999
3373,0.34,0.43,-1.0,-0.25,-0.25,0.416666666666667,0.294
3374,0.0,-0.2,-1.0,-0.5,-0.5,-0.5125,-0.2669999999999999
3375,0.0,-0.13,0.0,0.7000000000000002,0.7000000000000002,-0.0625,-1.101
3376,0.0,0.14,0.0,0.8,-0.1999999999999999,-0.520833333333333,0.0429999999999999
3377,-0.4019,0.0,-1.0,-1.2,-1.2,-0.1875,-0.046
3378,0.0,0.0,0.0,0.0,0.0,-0.125,0.023
3379,0.0,0.0,0.0,0.0,0.0,-0.5208333333333333,0.974
3380,0.0,0.0,-1.0,-0.5,-0.5,-0.875,0.901
3381,0.0,0.0,1.0,1.0,1.0,0.267857142857143,0.426
3382,0.8271,0.85,2.0,2.05,2.05,1.0,0.7290000000000001
3383,0.4023,-0.16,-1.0,-0.75,-0.75,-0.40625,-0.92
3384,0.0,-0.05,0.0,0.0,0.0,-0.333333333333333,-1.01
3385,0.4201,0.5,1.0,-0.0999999999999999,-0.0999999999999999,0.25,-0.3
3386,-0.0516,0.0,-2.0,-1.25,-1.25,-0.0833333333333336,1.4719999999999998
3387,0.0,-0.17,0.0,0.0,0.0,-0.03125,0.384
3388,-0.4939,0.0,-1.0,-1.25,-1.25,-0.375,0.093
3389,0.4019,-0.1,0.0,0.0,0.0,0.208333333333333,0.823
3390,0.0,0.0,0.0,0.0,0.0,0.0,-0.72
3391,-0.3612,0.0,-1.0,-0.75,-0.75,-0.0625,-0.87
3392,0.0,0.08,1.0,0.8,0.8,0.3125,0.4320000000000001
3393,0.0,0.0,0.0,0.0,0.0,-1.25,-1.301
3394,-0.6908,0.0,-1.0,-1.0,-1.0,0.0625,-0.15
3395,-0.1027,-0.3,-1.0,-0.25,-0.25,-0.5,-0.2429999999999998
3396,0.0,-0.05,0.0,0.0,0.0,0.4375,0.251
3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399,0.0,0.0,0.0,0.0,0.0,0.0,0.076
3400,-0.1045,-0.17,-1.0,0.0,-1.0,-1.5,-2.13
3401,0.3818,0.3,1.0,0.5,0.5,-0.1964285714285714,0.715
3402,-0.3818,0.2,-1.0,-0.5,-0.5,0.5,-0.47
3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,0.0,0.0,0.0,0.0,0.0,0.0,0.089
3405,0.0,0.0,1.0,0.5,0.5,0.1375,-0.5059999999999999
3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,-0.5267,-0.8,-1.0,-1.0,-1.0,0.0,-1.07
3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,0.4767,0.0,1.0,0.5,0.5,-0.0580357142857139,0.6940000000000001
3410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,0.3612,0.0,1.0,0.75,0.75,-0.625,1.609
3412,0.0,0.0,0.0,0.6,0.6,-0.125,0.571
3413,0.5994,0.23,0.0,1.15,1.15,0.1458333333333329,0.843
3414,0.0,0.0,0.0,0.4,0.4,0.333333333333333,0.2829999999999999
3415,0.4767,0.0,0.0,0.6,0.6,0.0,-0.128
3416,-0.1027,-0.29,-1.0,-0.25,-0.25,-0.75,0.7089999999999999
3417,-0.5106,0.0,-1.0,-0.75,-0.75,-0.625,-0.57
3418,0.8957,0.3,0.0,1.85,1.85,1.895833333333333,5.775
3419,0.0,0.0,0.0,0.25,0.25,0.0,0.6739999999999999
3420,0.0,0.0,0.0,0.0,0.0,-0.125,0.042
3421,0.0,0.0,0.0,0.0,0.0,0.208333333333333,0.8139999999999998
3422,0.4939,0.25,0.0,0.0,0.0,1.104166666666667,2.329
3423,0.0,0.0,0.0,0.0,0.0,0.125,-0.1819999999999999
3424,0.5709,0.05,2.0,1.2,1.2,0.375,1.073
3425,0.0,0.0,0.0,0.25,-0.75,-0.0416666666666667,-0.1799999999999999
3426,0.296,-0.12,2.0,1.15,1.15,-0.1875,1.2440000000000002
3427,0.228,0.22,0.0,0.65,0.65,2.25,2.8349999999999995
3428,0.6369,0.5,0.0,0.25,0.25,0.375,0.655
3429,0.4767,0.0,0.0,0.6,0.6,0.0,0.0
3430,0.5096,0.0,-1.0,-1.0,-1.0,0.2916666666666669,0.298
3431,0.2732,0.6,0.0,-0.0999999999999999,-0.0999999999999999,0.375,1.24
3432,0.6486,0.65,1.0,1.1,1.1,0.25,1.029
3433,-0.7269,0.35,-3.0,-1.5,-1.5,-0.2708333333333333,-1.187
3434,0.8836,0.43,1.0,1.8,1.8,0.0,1.198
3435,0.4939,-0.12,0.0,0.0,0.0,-0.1875,0.739
3436,0.0,0.0,0.0,0.0,0.0,0.375,0.855
3437,-0.3182,-0.19,-1.0,-0.15,-0.15,0.125,-1.1639999999999997
3438,0.7227,0.6,1.0,0.0,0.0,0.125,0.7070000000000001
3439,0.0,0.0,0.0,0.0,0.0,0.25,-0.748
3440,-0.296,0.0,0.0,0.0,0.0,0.0,-0.189
3441,-0.34,0.0,-1.0,-1.5,-1.5,0.0,0.0
3442,0.0,0.0,1.0,0.4,0.4,0.125,1.1960000000000002
